Race_ID,Odds,BSP,Distance_All,Finish_All,Races_All,Odds_Recent,Odds_380,Time_380,Dist_By,y_real,y_pred,y_prob,Position,Finished
782,5.0,5.25,393.33,5.03,30,4.25,4.11,24.62,-4.29,0,0,0.1501946577845333,1,6
1681,4.0,5.3,380.0,3.17,41,4.36,4.36,24.03,-3.64,0,0,0.17628513288899328,1,5
611,5.0,5.0,376.93,3.57,84,5.07,5.07,24.22,-5.54,0,0,0.17834524767904958,1,3
1977,4.0,4.9,384.0,2.64,50,4.29,4.29,24.17,-4.29,0,0,0.18091015629605148,1,3
1195,4.0,4.27,380.0,3.3,5,3.5,3.5,24.28,-4.0,0,0,0.18256657648457317,1,4
1581,3.5,4.01,495.47,2.82,43,3.5,3.5,24.25,-2.29,0,0,0.18342835485361864,1,6
145,4.0,5.6,380.0,3.71,52,5.14,5.14,24.61,-3.71,1,0,0.1841622627695621,1,1
1602,5.5,7.0,384.1,4.47,39,7.36,7.36,24.67,-5.86,1,0,0.1857785801954604,1,1
1026,3.5,4.2,380.69,4.36,16,3.62,3.62,24.33,-5.83,0,0,0.18633810344608664,1,3
254,4.0,4.7,416.4,3.63,55,4.79,4.79,24.5,-4.0,1,0,0.18643579614893,1,1
196,3.5,4.92,449.47,3.45,79,6.5,5.29,24.19,-3.61,0,0,0.18646862922253482,1,2
1217,3.5,4.36,386.67,3.36,48,4.68,4.68,24.0,-0.68,0,0,0.1873912124365821,1,6
1445,3.5,4.56,470.5,3.28,36,4.04,5.5,24.26,-4.0,0,0,0.18818529024308972,1,5
1953,4.5,5.32,397.5,3.81,64,5.0,5.07,24.29,-4.82,1,0,0.1892579823072341,1,1
1451,4.5,5.5,380.0,4.94,6,3.25,3.25,24.58,-5.0,0,0,0.18932649804388557,1,2
296,3.0,3.6,434.04,3.58,48,6.14,7.36,24.51,-4.39,0,0,0.1906246203024142,1,2
1548,4.0,5.18,418.64,3.16,44,5.04,5.04,24.32,-2.43,0,0,0.19230811319777183,1,6
607,4.0,3.87,370.18,4.4,11,6.94,6.94,24.15,-4.75,0,0,0.19267240898149493,1,2
746,4.0,5.0,413.94,3.37,33,5.71,6.36,24.36,-2.86,0,0,0.19269097023616,1,2
1148,3.25,4.9,442.95,3.59,61,4.1,4.14,24.16,-2.32,0,0,0.19421290066370336,1,6
131,4.5,5.6,385.57,5.19,23,5.4,4.89,13.8,-23.29,1,0,0.1944639604245549,1,1
1616,3.5,4.6,419.05,3.78,42,3.55,3.68,24.66,-4.43,0,0,0.1949512499966147,1,5
762,4.0,5.23,363.69,3.45,48,7.14,7.14,24.47,-2.75,0,0,0.1957916462817511,1,4
1589,3.5,4.7,401.62,3.52,37,4.79,4.79,24.04,-3.43,0,0,0.196528634146419,1,4
1129,3.5,3.95,418.72,4.14,18,3.56,3.75,24.25,-5.33,0,0,0.19655649042449827,1,2
756,2.75,3.38,385.29,2.87,84,5.5,5.5,23.93,-1.57,0,0,0.19687278971261976,1,2
1590,4.5,6.13,380.0,2.97,19,4.68,4.68,24.0,-4.04,1,0,0.19699817605800515,1,1
427,3.5,4.4,381.92,3.4,52,4.0,4.0,24.27,-3.43,0,0,0.19751445347023192,1,3
121,3.0,3.14,415.44,3.38,41,6.04,5.89,23.65,-1.71,0,0,0.1983093767786433,1,3
803,3.25,4.97,378.02,3.63,162,5.79,5.79,24.64,-2.14,0,0,0.19838245679445826,1,2
496,4.0,4.8,395.78,3.55,126,5.36,5.36,24.57,-4.36,0,0,0.1984349263026984,1,6
838,3.5,4.81,380.0,3.04,110,4.86,4.86,24.2,-1.61,0,0,0.19848225042736495,1,5
1226,4.0,5.13,380.0,2.97,31,5.18,5.18,24.27,-3.68,0,0,0.1988130898722037,1,3
1921,3.5,4.4,380.54,3.03,96,4.2,3.86,24.22,-2.57,1,0,0.1992355816307917,1,1
330,3.25,4.01,429.52,3.5,84,6.07,5.64,24.2,-3.29,0,0,0.19952409413140212,1,5
1608,4.0,4.1,469.04,3.19,73,5.25,5.21,24.23,-2.68,0,0,0.20003744189113942,1,5
529,3.5,4.2,355.94,4.38,48,4.46,4.46,24.37,-5.57,0,0,0.2002257414290877,1,4
657,4.0,5.8,386.0,3.27,37,5.71,5.71,24.07,-2.43,1,0,0.20051382800562118,1,1
1357,3.5,4.02,370.33,3.03,24,4.5,4.5,24.31,-3.43,0,0,0.20057267106685728,1,2
754,5.5,5.85,448.57,2.82,28,4.75,4.75,24.16,-3.06,1,0,0.2006602349866201,1,1
291,5.5,5.9,386.53,3.13,43,3.79,3.79,23.87,-2.07,1,0,0.2007556087821108,1,1
1153,3.5,5.3,377.01,3.12,77,4.46,4.46,24.33,-5.14,1,0,0.20118429886934042,1,1
780,3.5,4.51,429.23,4.06,26,4.5,5.18,24.62,-4.71,0,0,0.20165324138222634,1,4
1985,3.5,4.63,400.28,3.65,71,5.07,5.07,24.44,-3.14,0,0,0.20195074059229345,1,6
553,4.5,5.5,413.31,3.69,35,4.79,5.18,24.2,-3.79,1,0,0.20203497291899405,1,1
1854,4.0,4.4,449.14,3.77,35,5.17,5.21,24.51,-4.29,0,0,0.20208785595431805,1,6
1215,4.0,4.6,413.48,3.6,46,5.0,5.04,24.1,-4.04,1,0,0.20245724056707384,1,1
1079,4.5,6.41,419.33,4.48,18,6.08,5.0,24.49,-3.0,1,0,0.2025431051111835,1,1
1892,3.25,4.2,409.34,4.04,73,6.95,6.04,24.09,-0.18,1,0,0.20262968782235283,1,1
1019,2.75,3.2,434.48,3.73,50,7.5,8.0,24.35,-4.0,0,0,0.2026370687662627,1,3
311,2.75,3.3,378.76,3.4,51,5.75,6.5,24.04,-2.75,0,0,0.20291597979124248,1,4
1713,3.5,4.28,385.46,3.14,26,4.42,4.18,24.24,-4.71,0,0,0.20319270006600276,1,6
1362,3.5,3.9,423.79,3.67,29,3.69,3.83,24.23,-3.0,0,0,0.2033224237422403,1,2
158,4.0,5.7,384.76,2.81,21,3.43,3.43,24.19,-1.25,0,0,0.2034803045324048,1,6
668,4.0,4.81,410.21,3.31,63,6.75,6.79,24.32,-5.14,0,0,0.20392321353660792,1,5
1416,3.25,4.5,361.25,4.2,16,4.62,4.62,24.3,-4.19,0,0,0.204340601737011,1,2
1005,4.0,5.58,378.75,4.03,48,5.57,5.57,24.63,-5.14,1,0,0.20449001546462506,1,1
1315,4.0,4.7,389.25,3.34,24,5.5,5.5,24.18,-3.07,0,0,0.20462327826076035,1,6
1219,4.5,5.1,382.71,3.86,59,5.21,5.21,24.66,-2.71,0,0,0.20500222043559657,1,2
1419,4.0,6.28,457.32,3.67,56,6.8,5.18,20.65,-11.14,0,0,0.20504577495003906,1,4
1882,3.25,3.55,380.0,2.79,16,5.18,5.18,24.19,-1.32,0,0,0.20528641292459107,1,4
321,4.0,4.69,390.43,3.34,117,6.58,6.29,24.27,-3.29,0,0,0.20548481264889953,1,3
1284,3.25,3.38,402.09,3.94,34,6.79,6.79,24.58,-5.57,0,0,0.2055376838087616,1,3
1314,5.0,4.71,396.51,3.55,45,5.21,5.21,24.21,-2.5,1,0,0.20632909643494848,1,1
975,4.5,4.53,370.69,3.54,16,5.14,5.14,24.17,-2.93,0,0,0.2064840877491629,1,3
586,3.5,3.68,383.75,4.27,72,7.71,7.71,24.53,-7.0,0,0,0.2066143985029182,1,5
1560,2.75,3.45,433.41,3.71,51,5.92,5.38,24.27,-2.25,0,0,0.2067489474784387,1,5
1055,3.5,5.1,431.43,3.47,140,5.0,5.71,24.4,-2.89,0,0,0.20692444180140968,1,2
1877,4.0,5.6,380.0,3.01,87,5.0,5.07,20.77,-9.96,0,0,0.20723535946281346,1,4
879,4.0,4.12,380.0,4.58,12,5.0,5.0,20.39,-13.0,0,0,0.20790412853323936,1,2
1676,3.5,3.65,382.35,3.68,136,6.5,6.86,24.53,-5.43,0,0,0.20801957631989265,1,2
147,3.0,3.96,437.61,3.05,49,4.75,5.297020106000001,24.12,-4.486880364,0,0,0.20837002416926662,1,3
122,6.0,7.06,358.89,2.76,9,10.7,2.93,23.8,1.33,1,0,0.2084808439712466,1,1
201,4.5,5.37,404.63,4.12,30,7.0,7.0,24.52,-4.57,1,0,0.2091705233310688,1,1
1655,3.5,3.87,390.0,3.5,32,7.08,6.93,24.22,-6.32,0,0,0.20942582665277099,1,6
1075,3.5,3.92,473.09,3.25,35,4.04,6.0,24.23,-3.75,0,0,0.20950055255384595,1,4
483,3.0,3.35,382.59,3.68,17,5.31,9.0,24.06,2.0,0,0,0.2106931300247425,1,2
541,4.5,4.67,380.0,3.65,53,5.21,5.21,24.61,-3.43,0,0,0.21075688984316962,1,2
1175,4.0,5.1,374.15,3.25,88,5.11,5.11,24.07,-3.71,0,0,0.21080013748505624,1,2
1506,2.5,3.25,380.0,2.98,29,8.18,8.18,23.94,-2.79,0,0,0.21092134178986235,1,5
1130,4.0,4.5,378.02,3.58,90,5.5,5.5,24.52,-7.57,0,0,0.21112625066791213,1,3
328,4.0,3.95,400.46,3.66,87,5.29,5.29,24.21,-4.11,0,0,0.21116615984684997,1,3
366,3.75,4.4,380.0,3.18,36,4.86,4.86,24.28,-4.71,0,0,0.21134212804612687,1,3
1989,4.0,4.95,381.41,3.8,142,3.82,3.82,24.68,-5.43,0,0,0.2113870289051695,1,5
977,3.5,4.68,374.15,3.73,41,5.79,5.79,24.37,-4.57,0,0,0.21144654688690576,1,3
1449,3.5,3.62,420.87,3.51,89,6.0,6.0,24.52,-5.86,0,0,0.21155438158824752,1,3
1143,4.0,7.2,380.0,4.99,8,4.62,4.62,18.52,-18.25,1,0,0.21195509084192715,1,1
572,3.5,4.0,420.87,3.52,46,3.79,3.65,24.09,-3.43,0,0,0.21197008736672435,1,2
1373,3.25,3.88,390.0,3.32,8,4.33,4.33,23.89,-0.42,1,0,0.21204676882523127,1,1
962,4.0,4.05,382.44,3.45,18,5.54,5.54,24.24,-4.04,0,0,0.2121519779957705,1,5
865,3.5,4.4,429.92,3.43,52,5.21,5.21,24.05,-3.43,0,0,0.21226339027946872,1,4
1193,3.5,3.5,384.66,4.38,58,7.0,7.0,24.46,-5.14,0,0,0.21231832108624038,1,2
997,3.25,4.4,415.56,4.73,18,4.0,7.75,24.75,-6.83,0,0,0.21238843970472832,1,2
1721,3.5,5.0,375.95,3.57,41,3.68,3.68,24.05,-1.25,0,0,0.21262603289311566,1,6
197,3.5,3.95,381.79,3.71,112,4.18,4.18,24.41,-3.86,0,0,0.21274254019258218,1,5
1116,3.5,5.1,381.67,3.25,60,4.61,4.61,24.07,-1.0,0,0,0.21286066388907077,1,4
757,2.75,2.98,393.02,3.68,41,5.75,5.71,24.58,-5.71,0,0,0.21286553223038276,1,4
1767,4.5,5.39,383.85,2.46,26,3.89,3.89,23.82,-1.46,1,0,0.21289249348827588,1,1
1107,4.0,4.6,386.25,3.83,72,6.86,6.86,24.53,-2.46,0,0,0.21314466696866272,1,4
87,4.0,6.0,410.68,3.61,88,6.21,6.21,24.28,-3.29,1,0,0.21317681203402813,1,1
652,4.0,3.94,412.02,4.3,89,7.64,7.64,24.64,-5.43,0,0,0.21332162275254035,1,3
1331,3.5,4.9,396.13,3.1,31,4.0,4.5,24.2,-3.0,0,0,0.213346858323113,1,6
1734,3.5,4.13,442.54,3.25,63,4.54,4.54,24.22,-2.57,0,0,0.21372525808028592,1,3
701,3.5,3.6,378.4,3.3,50,7.04,7.04,24.27,-4.43,0,0,0.2137576282451265,1,5
1908,4.0,3.92,425.48,3.29,93,5.25,4.86,24.31,-4.71,0,0,0.21379235770316313,1,6
610,3.0,3.95,430.0,3.48,20,4.71,4.71,24.24,-4.25,0,0,0.21385112195675707,1,4
964,5.0,5.04,380.0,3.46,65,5.21,5.21,24.49,-2.25,1,0,0.2138565990913588,1,1
1476,7.0,9.09,491.48,3.97,52,6.0,9.0,24.65,-8.0,1,0,0.21396829711612814,1,1
1962,3.5,4.8,380.0,3.02,108,4.36,4.36,24.24,-1.79,0,0,0.21449394117038598,1,5
773,3.5,3.35,388.18,3.72,38,5.08,5.21,24.53,-6.0,0,0,0.21464955654502593,1,5
1082,4.0,4.55,380.0,3.92,13,4.71,4.71,24.32,-3.14,0,0,0.21478814577969163,1,5
417,3.0,4.1,432.87,3.21,55,5.25,5.25,24.07,-3.32,0,0,0.21481379388520555,1,3
856,3.5,4.7,399.39,4.06,33,4.7,4.61,24.64,-5.29,0,0,0.21512680904671508,1,4
1725,4.0,4.59,388.85,3.53,34,4.14,4.14,24.13,-3.25,0,0,0.21523016107798118,1,2
941,4.0,4.71,397.78,3.86,9,3.69,3.69,24.72,-2.62,0,0,0.215674450888192,1,3
1673,4.0,4.74,367.89,3.23,27,4.07,4.07,24.34,-3.29,0,0,0.21569825048657357,1,2
490,3.5,4.0,436.43,3.38,46,4.7,4.7,24.22,-4.2,1,0,0.216040097703615,1,1
1722,3.5,3.79,391.43,4.25,7,3.62,3.62,24.4,-3.5,0,0,0.2160948718600968,1,4
1668,4.0,4.8,387.86,3.84,28,5.0,5.0,24.14,-3.67,0,0,0.2161283736913631,1,4
1441,4.0,6.2,462.72,3.11,112,5.43,5.14,24.02,-2.86,1,0,0.21619856949881755,1,1
1979,4.5,4.51,383.35,3.91,17,5.18,5.18,24.28,-6.86,0,0,0.21638495752632692,1,6
132,3.5,4.1,380.0,3.63,16,5.86,5.86,24.26,-3.32,0,0,0.2164482952276791,1,2
1835,4.0,4.4,432.0,3.61,80,6.21,5.93,24.27,-3.71,1,0,0.2164586563581319,1,1
804,3.0,4.1,398.54,3.55,96,3.64,3.64,24.18,-3.32,0,0,0.21653560100397334,1,6
1508,3.5,4.13,450.13,3.46,62,3.75,3.79,24.19,-3.43,0,0,0.21660773136723196,1,3
809,4.5,5.0,380.0,3.85,23,3.96,3.96,24.14,-1.86,0,0,0.21662560451248847,1,3
1212,3.25,3.88,381.64,2.71,61,6.11,6.11,23.93,-4.64,0,0,0.21671072521070245,1,5
1812,4.0,4.2,374.07,3.08,14,3.26,3.26,24.06,-3.36,0,0,0.21677359043177458,1,2
914,4.0,4.4,345.26,4.14,19,4.64,4.64,24.12,-2.43,1,0,0.21684005470075005,1,1
1742,6.0,11.71,384.09,3.16,345,4.18,4.18,24.33,-1.04,0,0,0.21708075962805673,1,3
61,3.5,4.1,382.91,3.72,110,5.5,5.5,24.56,-4.86,0,0,0.21715600509094568,1,2
817,4.0,5.68,425.28,3.98,53,5.18,5.82,24.34,-3.29,1,0,0.21733617350917078,1,1
1152,4.0,5.0,415.33,4.04,30,7.79,4.0,24.38,-5.0,0,0,0.21748307840335623,1,6
9,3.5,4.0,400.25,3.77,55,5.79,5.64,24.46,-5.14,0,0,0.21755114582247073,1,5
1242,4.0,4.3,380.68,3.24,76,4.68,4.68,24.22,-5.0,0,0,0.2176387962433797,1,2
1968,4.0,4.5,383.64,3.13,99,5.21,5.21,24.12,-2.18,1,0,0.2177456743390101,1,1
743,4.0,4.1,381.82,3.77,22,3.9,4.07,20.48,-10.14,0,0,0.21788878543524492,1,2
398,4.0,4.55,368.93,3.33,15,5.25,5.25,24.18,-3.43,0,0,0.2179407320861978,1,6
1149,3.5,4.58,430.5,3.95,34,4.96,5.71,24.35,-3.86,1,0,0.21822502007521588,1,1
988,3.5,4.3,395.3,3.29,53,4.68,4.68,24.13,-3.71,0,0,0.21831685404608642,1,4
1586,3.5,3.5,388.13,3.17,15,3.82,3.82,24.37,-1.57,0,0,0.21833923683760212,1,4
1157,3.25,4.3,380.0,3.32,38,4.0,4.0,20.78,-10.64,0,0,0.21846690686024023,1,6
967,4.0,4.9,380.0,3.95,17,4.46,4.46,24.56,-3.71,0,0,0.21852815989993793,1,4
1145,3.5,4.4,380.0,3.69,57,7.29,7.29,24.27,-4.71,0,0,0.21862905968912197,1,6
460,4.0,5.02,413.98,3.29,83,6.93,6.14,24.18,-5.43,1,0,0.21877837932444982,1,1
704,4.0,4.5,400.0,3.93,64,5.71,5.71,24.46,-4.0,0,0,0.2189083643376507,1,2
1595,4.5,4.9,477.92,3.96,52,4.29,6.21,24.21,-3.0,1,0,0.2191940778896389,1,1
837,4.5,4.24,371.03,3.23,36,7.57,7.57,24.13,-3.93,0,0,0.21984296660053537,1,4
127,6.0,11.9,408.0,4.33,40,4.58,4.71,20.85,-9.32,1,0,0.21986559812933298,1,1
1463,3.0,3.75,399.65,3.79,57,7.0,6.86,24.31,-4.0,0,0,0.21988483974284848,1,3
432,4.5,5.3,398.29,4.98,17,4.25,5.17,24.79,-8.5,1,0,0.21992478449117694,1,1
178,3.5,4.1,404.58,3.36,33,3.54,3.54,24.13,-2.14,0,0,0.2201969762141449,1,2
1072,4.5,4.62,409.73,3.34,64,6.08,6.36,24.25,-4.14,1,0,0.22044440732297235,1,1
855,4.0,4.9,378.72,4.05,47,6.29,6.29,24.63,-5.14,0,0,0.22071025379054096,1,3
148,4.0,4.27,374.71,3.03,21,3.61,3.61,24.21,-4.29,0,0,0.220714571560093,1,2
1677,3.5,3.79,418.55,3.87,38,5.0,5.0,24.63,-4.75,0,0,0.22074789987483837,1,5
433,4.0,4.4,490.55,4.23,66,5.58,6.71,24.12,-1.39,0,0,0.22090125842062927,1,2
700,3.5,4.3,385.71,3.78,28,6.0,5.92,24.71,-3.75,0,0,0.22094838130395406,1,2
1627,3.5,4.3,359.99,3.22,84,5.36,4.64,23.99,-2.36,0,0,0.22097327238818176,1,5
64,4.5,4.21,380.0,3.87,65,5.21,5.21,24.57,-4.32,0,0,0.22102357770138578,1,3
801,3.0,4.2,381.82,3.82,55,6.33,5.79,24.56,-3.71,0,0,0.22107505669236957,1,4
1297,3.25,3.88,381.29,3.78,34,5.21,5.21,24.36,-5.32,0,0,0.22108838352881124,1,3
932,5.0,4.92,393.33,5.74,24,9.58,8.79,21.49,-15.29,0,0,0.221140002176972,1,4
156,4.0,7.0,395.86,3.65,14,3.48,3.48,24.49,-4.62,0,0,0.22117988093329177,1,3
1138,4.5,4.86,396.76,3.4,74,6.71,6.71,24.05,-1.96,0,0,0.22136685791440672,1,6
31,2.75,3.15,380.0,3.65,40,5.86,5.86,24.62,-5.57,0,0,0.22147307293737573,1,3
233,4.0,4.37,347.2,3.93,25,4.21,4.21,24.15,-3.0,0,0,0.22169883802403256,1,4
747,3.5,4.4,417.14,4.09,35,4.42,4.5,24.11,-1.89,0,0,0.22170751840222166,1,6
511,4.5,4.7,407.53,3.48,73,7.25,7.25,20.68,-5.17,0,0,0.2217812531781263,1,6
584,3.25,3.95,401.34,3.27,38,3.71,3.71,23.85,-1.43,0,0,0.2219689297483366,1,3
304,5.5,4.9,380.0,3.34,132,5.29,5.29,24.22,-2.5,0,0,0.22199769770989858,1,4
1860,2.75,3.23,397.78,4.03,27,6.07,6.07,24.38,-4.0,0,0,0.22200802838675737,1,2
1448,3.0,4.1,380.0,3.75,66,5.64,5.64,24.4,-4.14,0,0,0.22204772965856695,1,2
815,3.25,4.92,390.24,4.1,29,4.61,4.61,24.6,-6.0,1,0,0.2220757430681681,1,1
1166,3.5,3.45,418.52,3.79,54,6.0,5.43,24.64,-4.57,0,0,0.2221360086681777,1,4
537,4.0,4.2,411.13,3.46,61,4.71,5.57,24.13,-4.86,1,0,0.22224240198928832,1,1
894,4.0,4.2,382.63,3.48,76,5.61,5.61,24.11,-3.75,0,0,0.22224862581413427,1,6
166,4.5,4.98,380.9,3.36,111,6.43,6.43,24.64,-5.29,1,0,0.2222565171654601,1,1
888,3.5,3.2,415.0,2.95,32,4.4,4.25,24.09,-0.29,0,0,0.22226223935226178,1,6
1103,4.0,4.41,385.0,3.84,32,3.92,3.93,24.44,-2.64,0,0,0.2222806371656572,1,2
278,4.0,4.76,443.63,3.7,108,6.14,6.71,24.11,-3.14,0,0,0.22237293786375037,1,5
531,4.0,5.1,381.09,3.69,147,6.57,6.57,24.45,-2.43,0,0,0.22244355985210487,1,3
676,4.5,4.49,400.0,3.44,88,4.58,3.79,24.04,-2.64,1,0,0.2224952996189564,1,1
1779,3.5,4.11,405.44,3.98,36,3.86,3.86,23.89,-2.29,0,0,0.22269224377575583,1,5
1963,5.0,8.86,375.49,3.93,51,6.25,3.5,24.13,-3.0,1,0,0.22273129266575956,1,1
820,4.5,5.86,396.55,4.4,29,4.71,4.14,24.23,-3.39,1,0,0.22279840519346203,1,1
735,4.0,4.49,385.65,3.32,46,4.33,4.04,24.37,-3.14,0,0,0.22281076543255623,1,4
802,4.5,4.4,395.05,3.93,44,5.57,5.57,24.21,-3.43,0,0,0.22284466128961422,1,2
401,4.0,4.71,400.28,3.8,71,5.93,5.93,24.34,-1.89,1,0,0.22293222409877955,1,1
822,3.5,3.79,380.0,3.14,8,3.0,3.0,23.85,1.5,0,0,0.22310815099517547,1,2
513,3.5,4.2,431.8,3.48,139,5.5,5.86,24.36,-3.14,0,0,0.22312843482043282,1,2
963,4.0,4.49,396.67,3.33,12,3.79,3.79,24.44,-4.21,0,0,0.2231479465259054,1,3
1697,3.5,3.9,399.73,4.05,22,4.54,4.54,24.45,-3.86,0,0,0.22331753369629556,1,5
352,3.5,4.3,397.97,3.46,69,4.62,4.62,24.2,-3.0,1,0,0.22337948175164588,1,1
1986,4.0,4.96,482.09,4.27,43,7.33,6.86,24.67,-6.71,0,0,0.2233954003747259,1,4
609,2.75,5.5,391.48,3.77,31,10.07,10.07,23.91,-4.43,0,0,0.22349874484126062,1,4
1036,2.25,2.74,380.0,3.62,11,3.51,3.51,24.08,-2.14,0,0,0.22372322180387416,1,3
533,4.0,4.6,396.0,3.87,25,4.79,4.64,24.14,-4.39,0,0,0.2237410681655611,1,2
1958,5.5,8.24,431.69,3.57,192,6.29,6.29,24.22,-4.5,1,0,0.22386236456100042,1,1
56,3.5,4.7,380.0,4.06,42,5.14,5.14,24.54,-5.86,0,0,0.22386681370234618,1,4
1866,3.0,3.9,498.43,3.22,21,3.75,5.297020106000001,24.15,-4.486880364,0,0,0.2240684930152623,1,2
1267,3.0,3.97,437.24,3.3,34,5.0,3.86,24.24,-4.43,0,0,0.22456709499369013,1,5
1000,3.0,4.07,377.3,3.41,66,4.04,4.04,23.76,-0.61,0,0,0.22493307687879813,1,5
861,3.5,4.1,380.0,3.6,11,4.93,4.93,24.42,-4.43,1,0,0.22494509860703935,1,1
675,3.5,3.45,380.0,3.44,79,6.04,6.04,24.54,-5.29,0,0,0.2251523752204113,1,2
1993,3.25,4.2,380.0,3.6,98,5.14,5.14,24.24,-4.86,0,0,0.22534347142396657,1,4
1741,3.25,4.84,374.33,3.06,42,5.68,5.68,23.97,-3.07,1,0,0.2253822489324495,1,1
1656,4.0,4.8,383.0,3.59,24,5.19,4.36,23.95,-2.96,0,0,0.22547994811867547,1,6
530,4.0,5.2,421.0,3.86,40,3.62,4.21,24.59,-4.29,0,0,0.22550308107124958,1,4
913,3.5,3.99,381.02,3.28,98,4.75,4.96,24.37,-3.75,0,0,0.22551985014166295,1,4
1527,3.5,4.59,420.5,3.25,10,3.5,3.5,24.99,-10.0,0,0,0.2257331020827119,1,2
1637,4.0,4.9,355.2,3.67,54,4.93,5.71,23.98,-3.14,0,0,0.22589189068862683,1,2
1619,4.0,4.6,380.11,3.88,18,5.25,5.25,24.75,-4.25,0,0,0.22617534703768308,1,2
218,3.5,3.8,384.06,2.97,16,6.07,6.07,23.96,-2.21,0,0,0.2261878503411724,1,5
587,4.5,4.99,407.87,3.21,178,7.79,7.79,24.75,-5.57,0,0,0.22637088040862852,1,5
1203,3.5,3.99,380.0,4.22,9,6.0,6.0,16.75,-22.0,0,0,0.22662992448855465,1,3
1485,4.5,4.81,380.0,4.11,14,4.39,4.39,24.61,-4.14,1,0,0.22663084415251666,1,1
1035,6.0,11.19,376.31,2.91,45,5.0,5.0,24.0,-0.5,1,0,0.22668117957354267,1,1
286,4.5,4.18,463.67,3.27,98,7.29,7.14,24.44,-3.93,0,0,0.22683543640671355,1,3
751,3.5,4.12,350.0,4.71,10,2.67,5.297020106000001,24.33,-4.486880364,0,0,0.22689215196740203,1,3
1110,3.5,4.5,407.32,3.61,57,5.71,5.71,24.32,-3.61,1,0,0.22691271047975192,1,1
34,6.0,7.8,415.55,3.3,119,4.86,4.86,24.2,-3.29,1,0,0.22693114664803982,1,1
832,4.0,5.13,385.13,3.59,78,5.11,5.11,24.62,-4.11,1,0,0.22701699710307113,1,1
1061,3.5,4.1,429.78,3.63,45,6.33,6.14,24.3,-5.14,1,0,0.22708381927367738,1,1
974,3.5,4.17,378.88,3.58,32,5.54,5.54,24.22,-2.32,0,0,0.2272882117622377,1,5
1333,4.0,7.602390864,353.53,3.22,17,6.75,6.75,24.53,-6.25,1,0,0.22738075943666408,1,1
1156,3.0,3.45,422.5,2.87,32,4.15,5.82,23.91,-1.75,0,0,0.2275074026626627,1,2
847,4.0,4.8,384.55,3.59,22,5.07,5.07,24.38,-3.43,1,0,0.22756511050874015,1,1
872,3.25,4.17,380.0,3.83,16,5.71,5.71,24.52,-4.0,1,0,0.22760427140632242,1,1
179,3.5,4.21,399.73,3.5,11,3.06,3.06,24.1,-5.25,0,0,0.22760742070890655,1,5
1709,4.0,3.78,380.0,4.8,6,3.38,3.38,24.43,-1.5,0,0,0.22767411907553128,1,6
115,3.25,3.95,418.34,3.35,119,6.14,6.14,24.36,-3.29,0,0,0.2277200591582787,1,2
634,2.75,3.52,380.0,6.22,4,5.354239896,5.297020106000001,24.58,-4.486880364,1,0,0.22784696618288508,1,1
1878,7.0,6.6,435.65,3.29,23,4.46,5.93,24.51,-4.93,1,0,0.22803822186219247,1,1
834,3.5,4.8,430.54,3.66,67,6.92,7.07,24.29,-4.14,1,0,0.22808112007013012,1,1
391,4.0,4.9,380.0,3.69,4,4.5,4.5,25.17,-12.0,0,0,0.22812428994987793,1,4
310,3.5,3.73,420.0,3.41,80,7.71,5.21,24.44,-3.04,0,0,0.22837026616456207,1,3
722,3.5,4.02,419.51,3.41,81,5.79,5.07,24.41,-2.61,1,0,0.22843049690759673,1,1
1391,4.0,4.16,380.0,3.6,81,5.14,5.14,24.65,-5.61,0,0,0.22849219566006254,1,6
1913,3.25,3.55,380.0,3.53,13,3.96,3.89,24.45,-3.14,0,0,0.22852517334872785,1,5
1469,4.0,4.3,455.24,3.66,84,4.14,4.14,24.14,-4.46,1,0,0.2285540066217887,1,1
1078,4.0,5.0,373.72,3.26,36,4.08,4.07,24.33,-2.07,0,0,0.2285635044253481,1,5
886,3.0,3.96,406.94,4.04,34,3.79,3.79,24.02,-3.14,0,0,0.22858205514352964,1,3
900,3.5,3.95,381.18,3.72,17,3.55,4.0,24.4,-4.32,1,0,0.22862501381439748,1,1
1101,3.5,5.06,411.57,4.27,134,5.86,5.86,24.53,-5.14,1,0,0.22864207257332517,1,1
849,3.0,3.91,406.27,4.31,15,5.75,5.75,24.64,-4.0,0,0,0.22866942716799002,1,6
1535,3.5,4.51,372.45,3.32,22,4.43,4.43,24.25,-3.71,0,0,0.22873768326339694,1,3
1867,3.5,3.98,381.32,3.74,152,4.25,4.25,24.42,-3.29,0,0,0.22889531823813836,1,2
1395,3.0,2.82,384.65,2.88,43,5.29,5.29,24.19,-2.46,0,0,0.22898012489813405,1,2
229,4.0,5.16,431.2,4.12,25,4.39,6.18,24.62,-5.0,0,0,0.22903362505809888,1,3
1355,3.5,4.5,380.0,3.43,32,5.2,5.0,24.26,-3.71,0,0,0.22911542101724094,1,4
1593,4.0,5.03,380.0,3.64,182,6.14,6.14,24.56,-6.86,0,0,0.22919151419688094,1,6
1753,3.0,3.8,416.42,3.56,123,5.5,5.5,24.2,-2.46,0,0,0.22920850276039192,1,4
193,4.0,4.4,381.69,3.64,26,5.79,5.79,24.4,-6.29,0,0,0.22923596753255385,1,6
50,3.5,4.0,399.97,3.78,37,7.14,7.14,24.37,-2.25,0,0,0.2292393251086352,1,6
